ticket_id,customer_id,ticket_date,account_age_days,num_prev_tickets,avg_response_time_prev,product_category,issue_type,priority,ticket_text,urgent_flag
T00820,C8379,2025-10-13 19:30:02,1403,2,16.53,Electronics,Product,Medium,"Subject: Electronics - Product Issue Dear support team, I am writing to report an issue with an Electronics product that I purchased recently. Upon receiving the item, I noticed that one of the components was missing from the package. I would appreciate it if you could look into this matter and provide me with a resolution. Thank you. I hope this helps!",0
T00821,C1955,2025-10-06 22:01:35,1829,1,2.05,Home,Other,High,"Subject: Urgent Home Item Issue Hi there, I recently purchased a couch from your platform. Upon receiving it, I noticed that the cushions were not as advertised, with one cushion having a large tear. I'm very disappointed with the product quality and want to know if there is anything that can be done to rectify the situation. Can you please help me resolve this urgent issue?",1
T00822,C5301,2025-11-11 19:11:09,664,2,14.91,Clothing,Refund,Medium,"I recently purchased a clothing item on your website, but it arrived damaged and I am unable to return it. I would like to request a refund immediately as it is a crucial item for me.",1
T00823,C8081,2025-11-28 17:21:00,783,1,20.1,Electronics,Payment,High,"Subject: Payment issue with Electronics item. --- I'm writing this ticket because I'm having trouble completing my payment for an electronics item. I have entered my payment information and clicked on the ""Place Order"" button, but the page keeps redirecting me to an error page. I'm getting extremely frustrated and need help immediately.",1
T00824,C9607,2026-01-03 07:00:21,734,1,39.43,Beauty,Refund,Low,"""Hello, I recently purchased a Beauty item from your platform, however, I received a damaged product. I was really looking forward to using this item and I'm very disappointed. Can you please let me know how I can proceed with a refund? Thank you.""",1
T00825,C5303,2026-01-03 12:39:11,34,0,14.03,Beauty,Other,High,"Ticket: Hi there, I recently purchased a Beauty item from your store and I noticed some minor damage on the packaging upon delivery. I just wanted to let you know about this so I can follow up with you on any necessary action. Thank you for your help.",0
T00826,C7558,2025-12-31 19:54:29,491,2,2.05,Groceries,Delivery,High,"--- Subject: Urgent Delivery Issue for Groceries Order Dear Support Team, I am writing to report an issue with the delivery of my groceries order. I had placed the order on [date] and was told it would be delivered on [date]. However, I have not received my package yet and it's getting urgent. I would appreciate it if you could look into this matter and provide me with a prompt update on when I",1
T00827,C3121,2025-12-20 00:51:03,1761,1,11.69,Clothing,Refund,High,"""I recently purchased a clothing item from your website and I'm extremely disappointed with the product. It arrived damaged and I'm unable to wear it. I would like to request a full refund immediately.""",1
T00828,C1899,2025-12-08 10:15:05,34,0,23.81,Clothing,Other,Low,"Subject: Clothing item issue Hello, I recently purchased a clothing item on your website and when I received it, the item arrived damaged. The seams were split and the fabric was frayed. I was quite disappointed with the quality of the product and I was wondering if there is anything I can do to get the issue resolved. Thank you for your help in this matter.",0
T00829,C3608,2025-11-09 04:24:44,1114,0,28.16,Clothing,Other,High,"Subject: Urgent Assistance Needed for Clothing Item Dear Support Team, I recently purchased a clothing item from your platform and have encountered an issue. Upon receiving the item, I noticed that one of the buttons on the shirt has come loose, and I am quite frustrated with the quality of the product. Could you please provide me with immediate assistance and perhaps offer a solution or replacement for this issue? Thank you for your attention to this matter.",1
T00830,C8655,2025-12-15 03:24:23,1150,3,29.87,Home,Payment,Medium,"Subject: Payment issue for home item Dear Support Team, I am writing to report an urgent issue with my recent payment for a home item on your platform. The payment failed and I have been unable to resolve the issue despite multiple attempts to contact customer service. I am extremely frustrated and need this resolved as soon as possible. Please help.",1
T00831,C8933,2025-12-05 06:02:32,680,2,14.68,Electronics,Payment,High,"The payment for my recent purchase of an Electronics item seems to be in limbo. I've contacted my bank and they have confirmed that the funds were indeed debited, but the item has not yet been shipped. I'm concerned that this may be a technical issue, as I've noticed other purchases from the same platform going through smoothly. Can you please help me resolve this issue?",0
T00832,C9713,2025-12-08 06:33:08,675,3,2.05,Home,Product,Low,"""Hi, I recently purchased a home item from your website and I have noticed that the product is not functioning as expected. I would like to know if there is a known issue with this item or if there are any steps I can take to troubleshoot the issue myself. Thank you for your help.""",0
T00833,C7558,2026-01-03 16:36:42,1352,1,2.05,Groceries,Product,High,"Ticket: ""Hello, I'm having trouble with my groceries order. The product I ordered has expired before I even received it. Could you please help me with this?""",0
T00834,C6494,2025-12-21 07:04:40,1767,2,24.73,Groceries,Product,High,"--- Hello, I purchased groceries from your platform last night, but the item I received was damaged. I would really appreciate it if you could either send me a replacement or issue me a refund. This is really frustrating and I was looking forward to using the groceries I ordered. Thank you for your help. ---",1
T00835,C3870,2025-12-17 09:34:41,63,3,36.47,Electronics,Delivery,High,I am writing to inquire about the delivery status of my recently purchased Electronics item. The estimated delivery date was two weeks ago and I have not received my package yet. Can you please provide me with an update on the delivery status of my order?,0
T00836,C8493,2026-01-02 22:17:56,1533,3,2.05,Electronics,Delivery,High,"Subject: Urgent: Delivery Issue for Electronics Item Dear Support Team, I hope this message finds you well. I am writing to report an urgent issue with the delivery of my recently purchased Electronics item. Despite confirming the delivery date, the item has not arrived yet and I am growing increasingly frustrated. Could you please look into this matter and provide me with an estimated delivery time or any other relevant information? Thank you for your prompt attention to",1
T00837,C3490,2025-12-06 21:10:28,1973,1,22.8,Electronics,Delivery,Low,"Hello, I'm writing to inform you that my Electronics item has not been delivered yet. I placed the order on [date] and was told it would arrive on [expected delivery date]. However, it seems the item is still being processed and I was wondering if there is any issue with the delivery. Could you please look into this matter and get back to me as soon as possible? Thank you.",0
T00838,C7961,2025-11-24 23:55:37,830,2,6.28,Electronics,Refund,High,"Subject: Refund Request for Electronics Item Dear Support Team, I would like to request a refund for an Electronics item that I purchased on your platform. The product arrived damaged and I am unable to use it. Can you please assist me in processing the refund? Thank you.",0
T00839,C1545,2025-12-02 17:11:43,1629,2,19.3,Clothing,Payment,High,"“I have been unable to complete my payment for a clothing item on your platform. When I attempt to pay using my credit card, I receive an error message stating that the payment has been declined. I have tried multiple times with different credit cards, but the issue persists. Please help me resolve this as soon as possible so I can complete my purchase.”",1
T00840,C8518,2025-12-13 21:44:50,1361,2,8.37,Electronics,Refund,Low,"Subject: Urgent Refund Request for Electronics Item I recently purchased an Electronics item from your platform, but it arrived damaged. I have attached images of the damaged product to this ticket. I am requesting an immediate refund, as this is unacceptable.",1
T00841,C1698,2026-01-03 08:25:20,403,0,32.4,Beauty,Payment,High,"""My recent order for a Beauty item has been declined due to payment issues. I am extremely frustrated and need immediate assistance to resolve this problem asap.""",1
T00842,C4237,2025-10-17 07:56:38,1186,1,14.26,Electronics,Product,High,"Subject: Urgent issue with Electronics item Hi there, I recently purchased an Electronics item from your website and it has stopped working after just a few days of use. I'm extremely frustrated as this is a vital item for my daily routine and I can't afford to be without it. Can someone please assist me in resolving this issue as soon as possible? Thank you.",1
T00843,C8868,2025-12-17 19:15:12,826,2,2.05,Groceries,Payment,High,"I recently purchased groceries on your platform and I'm experiencing an issue with my payment. I noticed that the payment failed, and I'm unable to complete my purchase. Can you please look into this matter and provide me with a resolution?",0
T00844,C3591,2025-11-19 21:07:18,1964,1,22.02,Electronics,Delivery,Medium,"Subject: Urgent: Electronics Delivery Issue Dear [Customer Support], I'm writing to report an urgent issue with my recent electronics order. The item hasn't arrived yet, despite the estimated delivery date being just a few days ago. I'm extremely frustrated as I was really looking forward to receiving this product, and the lack of communication from your team is making the situation even more frustrating. Can you please look into this matter and provide",1
T00845,C3408,2025-12-24 16:42:56,34,1,29.77,Electronics,Payment,High,"Hi there, I recently purchased an Electronics item on your website and I'm having an issue with my payment. I'm not sure if my card was charged or not, and I was wondering if you could look into this for me? Thank you for your help.",0
T00846,C5908,2026-01-03 09:18:03,1718,1,33.09,Clothing,Other,High,"""Hello, I recently purchased a clothing item from your website and it arrived damaged. I am extremely disappointed with the product and the quality and I would like to request a replacement immediately. Could you please let me know the steps I need to take to resolve this issue?""",1
T00847,C4237,2025-12-02 23:56:38,1503,2,25.04,Beauty,Product,Low,"""I recently purchased a [Beauty item] from your store and received a damaged product. I'm extremely disappointed as it was a gift for a special occasion. Please advise on how to proceed as soon as possible.""",1
T00848,C5778,2025-12-31 05:00:16,34,0,30.31,Clothing,Delivery,High,"Subject: Urgent Delivery Issue for Clothing Item Message: My Clothing item has not been delivered yet, despite the estimated delivery date being two days ago. I have tracked the package and it seems to be lost. Please help me resolve this urgent issue as soon as possible. Thank you.",1
T00849,C2016,2025-10-27 11:45:15,528,1,2.23,Beauty,Other,High,"Hi there, I have recently purchased a Beauty item from your store. Unfortunately, upon receiving the product I noticed that there was a small dent on the packaging. I would like to kindly request that this issue be resolved or perhaps a replacement sent out. Thank you for your help.",0
T00850,C5515,2025-11-19 05:20:32,774,0,38.65,Beauty,Delivery,Low,"Subject: Urgent Delivery Issue with Beauty Item ""My Beauty item has not arrived yet, despite being marked as delivered two days ago. I have contacted the courier, but they were unable to provide any update on the item's location. Please help me resolve this urgent delivery issue as soon as possible.""",1
T00851,C2892,2025-10-13 21:08:17,211,1,31.36,Beauty,Delivery,High,"""I am writing to urgently address the delivery issue with my Beauty item. I purchased the item on [date] and was promised delivery on [date of delivery], however it has not arrived yet. I am extremely frustrated as I was counting on this product for [purpose of the product]. Please help me resolve this matter as soon as possible.""",1
T00852,C3408,2025-12-27 12:34:40,320,1,2.05,Beauty,Product,Low,I recently purchased a Beauty item from your platform and I have noticed that the product has some small stains on it. I would like to request a replacement or a refund since this is not what I expected when I bought the item. Thank you for your assistance in this matter.,0
T00853,C8624,2025-11-08 00:01:52,398,4,2.23,Groceries,Other,High,"""Hi there, I recently purchased a Groceries item on your platform, however, upon receiving the product I noticed that it was damaged. I would like to request a replacement or a refund for the damaged item. Thank you for your assistance.""",0
T00854,C9713,2026-01-03 00:18:09,1503,1,7.62,Electronics,Other,Medium,"""Dear Support Team, I recently purchased an Electronics item from your platform and have encountered an issue with the product. Upon receiving the item, I noticed that one of the components was missing from the package. I would like to request a replacement or a refund for this inconvenience. Thank you for your assistance.""",0
T00855,C1777,2025-11-29 20:40:48,1387,2,26.44,Beauty,Other,Medium,"--- Subject: Beauty item quality concern Hi there, I recently purchased a Beauty item from your store and I noticed some defects upon receiving it. I was hoping you could help me resolve this issue. Thank you for your assistance.",0
T00856,C2652,2025-10-17 10:47:10,1368,0,36.84,Clothing,Delivery,High,"""Hi there, I recently ordered a Clothing item from your platform and was wondering when I can expect it to arrive. I noticed that the delivery date has changed several times since my order was placed and was hoping you could shed some light on what's going on."" You can also add some additional details that might help the support team solve your issue: ""I checked my tracking information and it shows that my item is currently being held in customs. Could you please",0
T00857,C4660,2025-11-28 12:45:17,1532,1,6.69,Home,Product,Medium,"""I purchased a defective lamp for my home, but I haven't received it yet. It's been three weeks since the order was placed and I've been trying to contact customer service but no one responds. Please help me resolve this issue as soon as possible.""",1
T00858,C7784,2025-12-09 04:47:35,1581,6,29.56,Beauty,Product,High,"""I recently purchased a Beauty product from your platform. However, upon receiving it, I noticed that the product arrived damaged and the packaging was torn. I am very disappointed with this experience and am requesting immediate assistance in resolving this issue.""",1
T00859,C2271,2025-11-26 05:11:09,127,1,12.42,Clothing,Payment,High,"Subject: Payment issue for Clothing item Dear Support Team, I hope this message finds you well. I have recently encountered a payment issue while purchasing a Clothing item from your platform. I would appreciate it if you could kindly look into this matter and assist me in resolving it as soon as possible. Thank you for your time and assistance. Best regards, Siti",0
T00860,C3266,2025-12-09 08:06:29,409,2,19.98,Clothing,Other,High,"Subject: Urgent Clothing Issue - Sizing Information Dear Support Team, I recently purchased a clothing item from your platform, but I have noticed a sizing issue. The item arrived, but the sizing is not accurate, and I would like to request a replacement or a refund. Could you please look into this matter urgently and provide me with a prompt resolution? Thank you.",1
T00861,C7689,2026-01-02 23:14:04,1013,4,2.05,Electronics,Refund,Medium,"""I recently purchased an Electronics item from your website but upon receiving the product I realized it wasn't the correct item. I'm requesting a refund for the incorrect item. Thank you.""",0
T00862,C4993,2025-12-28 22:45:35,1066,3,10.01,Clothing,Other,Low,"I am writing to report a serious issue with the clothing item I received. The zipper is completely broken and the material is starting to unravel. This is unacceptable for a product that is supposed to last. I have tried to contact customer support but have not received any response. I recently purchased a sweater from your platform and received it within the expected time frame. However, upon unpacking it, I noticed that the zipper was damaged and a few",1
T00863,C1645,2025-11-29 12:02:24,1861,3,24.09,Beauty,Product,Low,"Subject: Product issue with Beauty item Dear support team, I recently purchased a Beauty item from your platform and I have noticed some issues with the product. The item arrived damaged and some of the contents were missing. I would like to request a replacement or a refund, please let me know how I can proceed. Thank you for your help.",0
T00864,C3193,2025-12-27 22:50:39,582,2,47.62,Clothing,Refund,Medium,"Hello, I recently purchased a clothing item from your platform but I am not satisfied with it. I would like to request a refund. Can you please provide me with the steps I need to follow to initiate the refund process? Thank you.",0
T00865,C2488,2025-12-27 12:23:56,1461,0,38.77,Groceries,Payment,High,"Subject: Payment issue with Groceries purchase Subject: Payment issue with Groceries purchase Dear Support Team, I am writing to inform you that I have been experiencing a payment issue with my recent purchase of groceries. Despite having entered my payment information correctly, I have not been able to complete the transaction. This has left me frustrated and unable to access the groceries I need. Could you please look into this matter as soon as possible and resolve",1
T00866,C2550,2025-12-25 08:09:13,1710,1,41.18,Groceries,Refund,High,"""I purchased a groceries item on [Platform Name] but unfortunately I received the wrong product. I kindly request a refund for the item. I have attached proof of purchase. The item was purchased on [Date].""",1
T00867,C3770,2025-11-02 17:17:04,1620,3,40.53,Clothing,Refund,High,"Subject: Urgent: Refund for Clothing Item Dear Support Team, I'm writing to request an immediate refund for a clothing item I recently purchased. The product arrived damaged and I'm extremely disappointed with the condition. Could you please let me know the steps I need to take to initiate the refund process? I'm anxious to resolve this matter as soon as possible. Thank you.",1
T00868,C5766,2025-12-15 09:46:02,298,1,5.53,Clothing,Refund,High,"I recently purchased a clothing item on your website, but I found it to be in poor quality and unfit for purpose. I would like to request a refund for this item.",1
T00869,C8205,2025-11-28 18:55:57,1363,3,2.05,Home,Refund,Low,"Subject: Home item refund Hi, I recently purchased a Home item from your store, and I am not satisfied with it. I would like to request a refund for the item. Can you assist me with this process? Hi, I recently purchased a Home item from your store, and I am not satisfied with it. Can you assist me with the refund process?",0
T00870,C2218,2025-12-27 07:18:55,1925,3,20.49,Home,Delivery,Low,"I recently purchased a bed for my home and it was supposed to arrive on Monday. However, it hasn’t been delivered yet and I have not received any updates from the delivery team. I urgently need this item as it’s part of a larger home renovation project that’s already behind schedule. Can you please help me resolve this issue as soon as possible?",1
T00871,C5053,2025-10-30 00:53:47,34,0,8.93,Beauty,Delivery,Low,"Subject: Delivery issue with Beauty item Dear Support Team, I am writing to report a delivery issue with the Beauty item I recently purchased on your platform. The package was supposed to arrive on [Delivery Date], however, it has not been delivered yet and I have not received any tracking information. I was wondering if there is any update on the delivery status or if I need to take any further actions? Thank you for your help.",0
T00872,C5402,2025-12-02 15:20:48,882,1,24.74,Clothing,Other,High,Subject: Urgent: Problem with a Clothing Item I purchased a clothing item recently and it arrived damaged. I have already contacted customer service but they have not been helpful in resolving this issue. I need this resolved as soon as possible so I can return the item and get a new one.,1
T00873,C1818,2025-11-07 02:41:00,1020,4,25.86,Electronics,Other,Medium,"Dear Support Team, I urgently need help with my Electronics item. The device is not turning on and I have tried all the troubleshooting steps provided on your website without any success. Please assist me as soon as possible to resolve this issue. Thank you.",1
T00874,C1934,2025-12-26 09:01:08,184,1,2.05,Beauty,Other,Medium,"Title: Beauty item issue Dear support team, I am writing to report an issue with a beauty item that I recently purchased from your platform. The product arrived damaged and I am quite disappointed. I kindly request that you either replace the damaged item or provide a refund. Thank you for your help and assistance. Best regards, Hannah",0
T00875,C1545,2025-11-06 00:04:51,273,1,46.11,Beauty,Product,High,"""Hi there, I recently purchased a Beauty item from your platform. Unfortunately, upon receiving the product, I found that the packaging was damaged and the product itself was not as described in the product listing. I would like to request a replacement or a refund for this inconvenience. Thank you for your assistance.""",0
T00876,C3524,2025-11-07 19:39:52,1899,0,15.19,Beauty,Product,Medium,"Subject: Urgent issue with Beauty product Body: Dear Support Team, I recently purchased a Beauty item from your platform, but it arrived damaged. I am extremely frustrated as I had high expectations for your brand and this experience has left me disappointed. Could you please let me know how I can proceed with resolving this issue? Thank you.",1
T00877,C8493,2025-11-25 05:10:41,1994,1,34.91,Electronics,Product,High,"Subject: Electronics Product Issue Dear Support Team, I am writing to report an issue with the Electronics item I recently purchased from your platform. Upon receiving the product, I noticed that one of the components was missing from the package. I kindly request your assistance in resolving this matter. Thank you, Aisha",0
T00878,C8379,2026-01-03 15:28:08,959,3,33.8,Groceries,Refund,Low,I recently purchased a groceries item on your platform but I received a damaged product. I would like to request a full refund for the damaged item.,1
T00879,C1798,2025-10-20 06:30:35,1009,4,3.54,Beauty,Delivery,High,"Subject: Delivery Issue with Beauty Product Dear Support Team, I hope this message finds you well. I'm writing to inquire about the delivery of my recent order for a Beauty item. The tracking number provided indicates that the package is still en route, despite the estimated delivery date having passed. Could you please look into this matter and provide me with an update on the status of my package? Thank you for your help.",0
T00880,C3121,2025-12-12 14:58:56,1364,1,4.11,Beauty,Product,Medium,"Hi there, I've recently purchased a Beauty item from your store, but I've noticed that it arrived damaged. Could you please guide me on how to proceed with the return or replacement process? Thank you in advance for your help.",0
T00881,C3608,2025-11-05 07:08:53,765,2,13.04,Beauty,Refund,High,"""I recently purchased a Beauty item on your e-commerce platform. Upon receiving the product, I realized it was not the correct shade and I would like to request a refund. Is it possible to process a refund for this item?""",0
T00882,C5766,2025-11-17 16:28:09,828,0,30.86,Clothing,Other,Low,"""I recently purchased a clothing item from your website, but it arrived damaged. The item was marked as 'in stock' on your website at the time of purchase, but I received a damaged item. I was really looking forward to this item, and I'm disappointed that I received a damaged product.""",1
T00883,C9713,2026-01-03 02:33:59,34,5,22.78,Home,Product,High,"Title: Issue with Home Item Dear Support Team, I recently purchased a Home item from your platform and it arrived damaged. I would like to request that the damaged item be replaced or repaired, or I would like a refund if that is possible. Thank you for your assistance.",0
T00884,C7335,2025-10-21 10:29:10,1989,3,2.05,Beauty,Product,Medium,"""Hi there, I purchased a Beauty item from your store and noticed that the product arrived damaged. The packaging was clearly torn open during shipping. Can you please let me know how I can proceed to get this resolved?""",0
T00885,C6306,2025-11-14 13:06:00,1482,1,5.34,Home,Other,Medium,I noticed that the Home item I purchased recently has a small tear on the corner. I would like to return the item to the store for a replacement or repair. Can you please provide me with more information on the process for returning items?,0
T00886,C2271,2025-12-28 17:31:17,716,3,36.92,Clothing,Delivery,High,"Subject: Delivery issue with Clothing item Hi there, I've recently purchased a Clothing item from your platform, and I've been experiencing an issue with the delivery. The item was marked as shipped on [date], but I haven't received it yet. I've tried contacting the courier, but they haven't been able to provide me with any updates on the delivery status. Could you please help me resolve this issue and provide",0
T00887,C4732,2025-11-25 20:37:24,1849,1,8.39,Electronics,Refund,High,"Subject: Refund Request for Electronics Item Dear Support Team, I would like to request a refund for an Electronics item that I purchased recently. The product arrived damaged and I am unable to use it. I have attached a picture of the damaged item to this ticket for your reference. Thank you for your help. Best regards, Hannah",0
T00888,C8205,2025-12-10 21:50:39,978,0,27.4,Electronics,Delivery,High,"""Hello, I am writing to report a serious issue with my recent delivery for an Electronics item purchased through your platform. My package arrived damaged and the product does not function as it should. This is a major inconvenience and I am extremely frustrated with the experience. Please let me know how I can proceed to resolve this issue.""",1
T00889,C3529,2025-10-31 22:27:17,265,1,16.74,Clothing,Other,Medium,I recently purchased a red sweater from your store and noticed a small hole in the fabric when I tried it on. I would like to request a replacement or a refund for the item. Thank you.,0
T00890,C3770,2026-01-03 16:32:29,1994,3,33.52,Electronics,Refund,Medium,"Subject: Electronics item refund issue Dear Support Team, I am writing in regards to my recent purchase of an Electronics item. Upon receiving the product, I found that it did not meet the standards as it was advertised. I would like to request a refund for this item. Thank you for your assistance in this matter.",0
T00891,C5766,2026-01-01 09:32:50,937,3,10.14,Clothing,Product,High,"Dear Support Team, I recently purchased a clothing item from your website, but it arrived damaged with missing buttons. I'm extremely disappointed and frustrated as this is my first time ordering from your company. Can you please help me resolve this issue as soon as possible? Thank you.",1
T00892,C3121,2025-10-07 18:37:28,1351,1,33.33,Electronics,Delivery,High,"Subject: Urgent - Electronics Delivery Issue Dear Support Team, I am writing to urgently report a delivery issue for an electronics item that I recently ordered from your platform. The item has not been delivered despite the estimated delivery date having passed. I am extremely frustrated and would greatly appreciate your prompt attention to this matter. Thank you for your help in resolving this issue.",1
T00893,C3713,2025-11-13 04:03:01,1128,2,2.23,Clothing,Product,Medium,"Title: Urgent - Clothing item not arriving as expected ""I recently purchased a clothing item from your website but it hasn't arrived yet. I'm concerned and need this resolved as soon as possible. Please let me know what's going on with my order.""",1
T00894,C3750,2025-11-09 14:51:10,1671,0,6.8,Groceries,Payment,High,"“I’m having a serious issue with my payment for a recent groceries order. I’ve tried multiple times to update my payment information, but the system keeps rejecting my payment. I’m extremely frustrated and need this resolved ASAP so I can get my groceries.”",1
T00895,C4476,2025-11-26 14:33:08,1973,1,33.66,Groceries,Refund,Medium,--- I am writing to urgently request a refund for an item purchased through your platform. My recent order contained groceries that were damaged upon delivery. I have already contacted your customer service team but they have been unresponsive and unable to resolve the issue. This has caused significant inconvenience and I am requesting immediate assistance.,1
T00896,C6252,2025-12-29 11:37:20,485,3,7.0,Electronics,Payment,High,"""Hi there, I'm writing to report an issue with my payment for an Electronics item I purchased on your website. When I tried to complete my payment, I received an error message stating that the payment information could not be processed. I double-checked my card information and tried again, but the issue still persists. Can you please help me resolve this matter so I can receive my product?""",0
T00897,C7074,2025-12-28 18:36:02,34,1,3.69,Electronics,Refund,High,"""Hi there, I'm having an issue with a recent purchase of an Electronics item on your platform. I received the product, but I'm not satisfied with it and would like to request a refund. Can you please let me know the steps I need to take to initiate the refund process?""",0
T00898,C6889,2025-12-04 13:51:58,1548,3,11.91,Beauty,Other,Medium,"I’m having an issue with my Beauty item. I recently purchased the item and received it without any issues. However, upon opening the item, I noticed that it was not in the condition that I expected. I’m reaching out to ask if there is anything that can be done to address this issue.",0
T00899,C3591,2025-11-06 20:16:03,1994,1,22.82,Groceries,Delivery,Low,"Hello, I have recently placed an order for groceries on your platform. Unfortunately, I am facing an issue with the delivery of my order. The tracking number provided to me shows that my package is still in transit and has not yet reached its destination. Can you please look into this matter and provide me with an update on when I can expect my order to arrive? Thank you.",0
T00900,C2509,2025-11-14 01:39:52,1732,2,23.22,Home,Delivery,Low,"Subject: Delivery issue with Home item Hi there, I'm having trouble with the delivery of a Home item that I recently ordered. Can you please look into this matter and assist me with resolving the issue?",0
T00901,C1777,2025-11-29 19:48:41,730,0,24.39,Clothing,Other,High,"Subject: Other issue with Clothing item Hi there! I am having an issue with the Clothing item I purchased on your website. The material seems to be of poor quality and not as described in the product listing. I'd like to request a replacement or a refund, please. Thank you for your assistance.",0
T00902,C1899,2025-12-20 22:06:45,34,2,22.43,Groceries,Payment,Medium,"Subject: Payment issue for Groceries item Dear Support Team, I recently purchased groceries from your platform and have been experiencing an issue with my payment. The transaction appears to be successful, but I have not received my groceries yet. Can you please look into this matter and assist me in resolving this issue? Thank you, Siti",0
T00903,C5886,2025-12-25 09:57:54,146,1,11.08,Electronics,Refund,Low,"Subject: Urgent: Electronics Refund Request Body: Hello, I recently purchased an Electronics item on your platform, but the item turned out to be faulty upon delivery. I would like to request a full refund for the item, as it does not meet the standards and I am extremely disappointed with the product. I have attached the necessary receipt and photos of the faulty item to this ticket. Please let me know if there are any",1
T00904,C8205,2025-12-22 22:04:02,620,1,25.73,Beauty,Product,High,I'm having trouble with a recent purchase of a Beauty product from your website. The product arrived damaged and I was unable to open the packaging. I would appreciate your help in resolving this issue.,0
T00905,C6494,2025-10-23 13:52:39,525,3,13.32,Groceries,Delivery,Medium,"My order of groceries was marked as delivered today, but I didn't receive any of the items. I'm very worried about food spoilage and I'm also concerned about the safety of consuming potentially contaminated food. Can you please investigate this issue as soon as possible and provide me with an update on when I can expect to receive my order?",1
T00906,C4082,2025-11-25 10:57:13,800,1,29.21,Electronics,Refund,High,"I recently purchased an Electronics item from your platform. Upon receiving the product, I found that it did not meet the standards advertised on your website. I would like to request a full refund for the product. I recently purchased an Electronics item from your platform. Upon receiving the product, I found that it did not meet the standards advertised on your website. I would like to request a full refund for the product.",1
T00907,C8282,2025-11-22 12:51:15,1158,2,28.91,Clothing,Other,High,"Subject: Urgent Clothing Item Issue Dear Support Team, I'm writing to report a serious issue with a recent clothing item I purchased from your store. The item arrived damaged, and I've tried to reach out multiple times for a resolution, but to no avail. Please help me resolve this as soon as possible.",1
T00908,C6226,2025-11-27 14:44:27,1273,2,19.2,Electronics,Refund,High,"Subject: Request for Refund for Electronics Item Hello, I recently purchased an Electronics item on your platform. However, upon receiving the product, I realized that it did not meet the specifications as described on your website. I would like to request a refund for this item. Could you please let me know the next steps to take in order to process this request? Thank you.",0
T00909,C5491,2025-12-29 15:46:36,1836,1,20.34,Electronics,Refund,High,I've purchased an Electronics item on your platform and I'm having a serious problem with it. I'm extremely frustrated and need this resolved ASAP.,1
T00910,C8749,2026-01-03 13:26:21,610,2,27.95,Groceries,Other,High,"A customer wrote a support ticket for an e-commerce platform regarding an issue with a groceries item. The customer calmly explained that they ordered a specific brand of milk, but received a different brand. The customer requested assistance in resolving the issue.",0
T00911,C8081,2025-10-07 15:03:15,1391,1,33.54,Electronics,Other,Medium,"""My item has arrived damaged, and I don't have time to wait for the return shipping label. I need this resolved ASAP!"" I'm sorry to hear that you're experiencing issues with your order. We understand how frustrating it can be to receive a damaged item, and we apologize for the inconvenience this has caused you. To assist you further, could you please provide me with your order number and a brief description of the damage so that",1
T00912,C6306,2025-12-04 08:48:24,1180,1,42.97,Clothing,Other,Low,"Dear Support Team, I recently purchased a clothing item from your website and I'm having some difficulty with the sizing. After measuring myself, I believe the size I ordered is too small. I'm wondering if it's possible to exchange or return the item for a larger size?",0
T00913,C3193,2025-11-21 16:13:32,912,1,22.31,Beauty,Payment,High,I'm sorry for the inconvenience but I've been unable to pay for a Beauty item on your platform. The payment failed due to an unknown error and I've tried multiple times to fix it but it's not working. I need to resolve this urgently as I had an important purchase planned and I was hoping to receive it today.,1
T00914,C9713,2026-01-03 16:27:58,693,2,13.85,Electronics,Refund,Medium,"""I recently purchased an electronics item from your store, but it turned out to be defective upon arrival. I would like to request a refund for the product, but I am having difficulty locating my order information. Could you please assist me in finding my order details so that I can initiate the refund process?""",0
T00915,C4091,2025-11-28 18:10:52,1994,1,40.08,Home,Product,High,"Subject: Home item defective on arrival I have recently purchased a Home item from your e-commerce platform and received it today. However, upon unpacking, I found that the product was defective. I am extremely disappointed with this experience and would like to request a replacement or refund immediately.",1
T00916,C2345,2025-12-28 15:49:56,554,3,10.36,Groceries,Product,High,--- I am having a major issue with my recent purchase of Groceries from your platform. The item I received was damaged and not edible. I am extremely disappointed with the quality of your products and the poor customer service I have received so far. Please resolve this issue immediately.,1
T00917,C7475,2025-11-29 16:09:34,598,6,2.05,Home,Other,High,"Subject: Urgent Issue with Home Item Message: I purchased a Home item on your website a few days ago and I have encountered a problem with it. The item arrived damaged and it doesn't function as it should. I would like to request immediate assistance with this matter, please let me know how I can resolve this issue. Additional Information: * The item was damaged upon arrival, with several pieces missing. * The item does not turn",1
T00918,C8690,2025-11-02 17:12:51,485,3,25.69,Home,Payment,High,"Subject: Payment Issue for Home item Hello there! I've recently experienced an issue with my payment for a home item I purchased on your e-commerce platform. The payment was processed successfully, but the item hasn't been shipped yet. Can you please look into this matter and provide me with any updates on when I can expect to receive my order? Thank you for your help and support.",0
T00919,C3713,2025-11-28 14:45:21,728,1,9.79,Groceries,Payment,Low,"Subject: Payment Issue for Groceries Item Hi, I recently placed an order for groceries on your platform. However, I'm experiencing an issue with my payment. Can you please assist me in resolving this matter? Dear [Customer Name], Thank you for reaching out to our customer support team. We apologize for the payment issue you experienced with your recent groceries order. We'll do our best to assist you in",0
